103	Acta Dermatovenerologica Croatica	1330027X	0.581
104	Acta Diabetologica	09405429	3.679
105	Acta Endocrinologica-Bucharest	18410987	0.21
106	Acta Endoscopica	0240642X	0
107	Acta Entomologica Musei Nationalis Pragae	03741036	0.574
108	Acta Ethologica	08739749	0.804
109	Acta Gastro-Enterologica Belgica	00015644	0
110	Acta Geodaetica et Geophysica Hungarica	12178977	0
111	Acta Geodaetica et Geophysica	22135812	0.394
112	Acta Geodynamica et Geomaterialia	12149705	0.667
113	Acta Geographica Slovenica-Geografski Zbornik	15816613	0.75
114	Acta Geologica Polonica	00015709	0.804
115	Acta Geologica Sinica-English Edition	10009515	1.406
116	Acta Geophysica	18956572	1.365
117	Acta Geotechnica Slovenica	18540171	0.455
118	Acta Geotechnica	18611125	1.86
119	Acta Haematologica	00015792	0.994
120	Acta Herpetologica	18279635	0.812
121	Acta Histochemica Et Cytochemica	00445991	1.224
122	Acta Histochemica	00651281	1.76
123	Acta Hydrochimica Et Hydrobiologica	03234320	0
124	Acta Ichthyologica Et Piscatoria	01371592	0.691
125	Acta Informatica	00015903	0.405
126	Acta Materialia	13596454	3.94
127	Acta Mathematicae Applicatae Sinica-English Series	01689673	0.385
128	Acta Mathematica	00015962	3.033
129	Acta Mathematica Hungarica	02365294	0.401
130	Acta Mathematica Scientia	02529602	0.62
131	Acta Mathematica Sinica-English Series	14398516	0.419
132	Acta Mechanica Sinica	05677718	0.616
133	Acta Mechanica Solida Sinica	08949166	0.651
134	Acta Mechanica	00015970	1.268
135	Acta Medica Okayama	0386300X	0.746
136	Acta Medica Mediterr	03936384	0
137	Acta Medica Portuguesa	16460758	0.281
138	Acta Metallurgica Sinica-English Letters	10067191	0.426
139	Acta Metallurgica Sinica	04121961	0.548
140	Acta Meteorologica Sinica	08940525	1.111
141	Acta Microbiologica Et Immunologica Hungarica	12178950	0.78
142	Acta Microscopica	07984545	0.024
143	Acta Montanistica Slovaca	13351788	0.053
144	Acta Naturae	20758251	0.872
145	Acta Neurobiologiae Experimentalis	00651400	2.244
146	Acta Neurochirurgica	00016268	1.788
147	Acta Neurologica Belgica	03009009	0.598
148	Acta Neurologica Scandinavica	00016314	2.437
149	Acta Neuropathologica	00016322	9.777
150	Acta Neuropsychiatrica	16015215	0.639
151	Acta Obstetricia Et Gynecologica Scandinavica	00016349	1.985
152	Acta Oceanologica Sinica	0253505X	0.684
153	Acta Odontologica Scandinavica	00016357	1.309
154	Acta Oecologica-International Journal Of Ecology	1146609X	1.841
155	Acta Oncologica	0284186X	3.71
156	Acta Ophthalmologica	1755375X	2.512
157	Acta Ornithologica	00016454	1.478
158	Acta Orthopaedica Belgica	00016462	0.567
159	Acta Orthopaedica et Traumatologica Turcica	1017995X	0.554
160	Acta Orthopaedica	17453674	2.452
161	Acta Ortopedica Brasileira	14137852	0.156
162	Acta Oto-Laryngologica	00016489	0.99
163	Acta Otorhinolaryngologica Italica	0392100X	1.439
164	Acta Paediatrica	08035253	1.842
165	Acta Palaeontologica Polonica	05677920	1.722
166	Acta Parasitologica	12302821	0.965
167	Acta Paulista de Enfermagem	01032100	0.267
168	Acta Petrologica Sinica	10000569	1.224
169	Acta Pharmaceutica	13300075	1.025
170	Acta Pharmacologica Sinica	16714083	2.496
171	Acta Physico-Chimica Sinica	10006818	0.886
172	Acta Physica Polonica A	05874246	0.604
173	Acta Physica Polonica B	05874254	0.998
174	Acta Physica Sinica	10003290	0.845
175	Acta Physica Slovaca	03230465	2
176	Acta Physiologica Academiae Scientiarum Hungaricae	0231424X	0.747
177	Acta Physiologiae Plantarum	01375881	1.524
178	Acta Physiologica	17481708	4.251
179	Acta Phytotaxonomica Sinica	05291526	0
180	Acta Poloniae Pharmaceutica	00016837	0.693
181	Acta Polymerica Sinica	10003304	0.639
182	Acta Polytechnica Hungarica	17858860	0.471
183	Acta Protozoologica	00651583	1.179
184	Acta Psychiatrica Scandinavica	0001690X	5.545
185	Acta Radiologica	02841851	1.35
186	Acta Reumatologica Portuguesa	0303464X	0.831
187	Acta Scientiarum-Agronomy	18078621	0.631
188	Acta Scientiarum Polonorum-Hortorum Cultus	16440692	0.522
189	Acta Scientiarum-Technology	18062563	0.458
190	Acta Scientiae Veterinariae	16780345	0.154
191	Acta Societatis Botanicorum Poloniae	00016977	1.195
192	Acta Theriologica	00017051	1.161
193	Acta Tropica	0001706X	2.519
194	Acta Veterinaria-Beograd	05678315	0.133
195	Acta Veterinaria Brno	00017213	0.448
196	Acta Veterinaria Hungarica	02366290	0.802
197	Acta Veterinaria Scandinavica	0044605X	1.382
198	Acta Virologica	0001723X	1.037
199	Acta Zoologica Academiae Scientiarum Hungaricae	12178837	0.263
200	Acta Zoologica Bulgarica	03240770	0.357
201	Acta Zoologica	00017272	1.296
202	Actas Espanolas De Psiquiatria	11399287	0.759
203	Actas Urologicas Espanolas	02104806	1.148
204	Actualite Chimique	01519093	0
205	Acupuncture in Medicine	09645284	1.676
206	Acupuncture & Electro-Therapeutics Research	03601293	0.4
207	Ad Hoc Networks	15708705	1.943
208	Ad Hoc & Sensor Wireless Networks	15519899	0.478
209	Adansonia	12808571	0.48
210	Adaptive Behavior	10597123	1.151
211	Adapted Physical Activity Quarterly	07365829	1.079
212	Addictive Behaviors	03064603	2.441
213	Addiction Biology	13691600	5.929
214	Addiction	09652140	4.596
215	Adicciones	02144840	1.167
216	Adsorption Science & Technology	02636174	0.93
217	Adsorption-Journal Of The International Adsorption Society	09295607	1.735
218	Advances In Agronomy	00652113	5.021
219	Advances In Anatomy Embryology And Cell Biology	03015556	9.8
220	Advances In Anatomic Pathology	10724109	3.1
221	Advances In Applied Ceramics	17436753	1.107
222	Advances in Applied Clifford Algebras	01887009	0.53
223	Advances in Applied Mathematics and Mechanics	20700733	0.645
224	Advances In Applied Mathematics	01968858	0.878
225	Advances In Applied Mechanics	00652156	1.2
226	Advances In Applied Microbiology	00652164	2.243
227	Advances In Applied Probability	00018678	0.829
228	Advances in Astronomy	16877969	1.234
229	Advances In Atmospheric Sciences	02561530	1.459
230	Advances In Atomic Molecular And Optical Physics	1049250X	3.4
231	Advances In Biochemical Engineering / Biotechnology	07246145	2.6
232	Advances In Biophysics	0065227X	0
233	Advances in Botanical Research	00652296	1.74
234	Advances in Calculus of Variations	18648258	0.552
235	Advances In Cancer Research	0065230X	4.255
236	Advances In Carbohydrate Chemistry And Biochemistry	00652318	3.917
237	Advances In Catalysis	03600564	8.143
238	Advances In Cement Research	09517197	0.486
239	Advances In Chemical Physics	00652385	2.118
240	Advances In Chromatography	00652415	0
241	Advances In Chronic Kidney Disease	15485595	1.935
242	Advances In Clinical Chemistry	00652423	4.302
243	Advances in Clinical and Experimental Medicine	18995276	0.333
244	Advances In Colloid And Interface Science	00018686	8.636
245	Advances In Complex Systems	02195259	0.786
246	Advanced Composites Letters	09636935	0
247	Advanced Composite Materials	09243046	0.481
248	Advances In Computational Mathematics	10197168	1.562
249	Advances In Computers	00652458	0.489
250	Advances in Condensed Matter Physics	16878108	1.013
251	Advances in Data Analysis and Classification	18625347	0.919
252	Advances in Difference Equations	16871847	0.634
253	Advances in Differential Equations	10799389	0.763
254	Advanced Drug Delivery Reviews	0169409X	12.707
255	Advances In Ecological Research	00652504	6.25
256	Advances in Electrical and Computer Engineering	15827445	0.642
257	Advanced Energy Materials	16146832	14.385
258	Advanced Engineering Informatics	14740346	2.068
259	Advanced Engineering Materials	14381656	1.508
260	Advances In Engineering Software	09659978	1.422
261	Adv Exp Med Biol	00652598	0
262	Advanced Functional Materials	1616301X	10.439
263	Advances In Genetics	00652660	5.41
264	Advances In Geometry	1615715X	0.314
265	Advances In Geophysics	00652687	0.333
266	Advances In Health Sciences Education	13824996	2.705
267	Advanced Healthcare Materials	21922640	4.88
268	Advances In Heterocyclic Chemistry	00652725	2.8
269	Advances in High Energy Physics	16877357	2.624
270	Advances In Human Genetics	0065275X	0
271	Advances in Imaging and Electron Physics	10765670	0.582
272	Advances In Immunology	00652776	5.529
273	Advances In Inorganic Chemistry	08988838	2.556
274	Advances In Insect Physiology	00652806	2.684
275	Advances In Marine Biology	00652881	5
276	Advanced Materials & Processes	08827958	0.253
277	Advances in Materials Science and Engineering	16878434	0.897
278	Advanced Materials	09359648	15.409
279	Advances In Mathematics Of Communications	19305346	0.651
280	Advances in Mathematical Physics	16879120	0.532
281	Advances In Mathematics	00018708	1.353
282	Advances in Mechanical Engineering	16878132	0.5
283	Advances in Medical Sciences	18961126	0.964
284	Advances in Meteorology	16879309	1.348
285	Advances In Microbial Ecology	01474863	0
286	Advances In Microbial Physiology	00652911	5.8
287	Adv Neurol	00913952	0
288	Advanced Nonlinear Studies	15361365	0.674
289	Advances In Nursing Science	01619268	0.867
290	Adv Nutr Res	01499483	0
291	Advances in Nutrition	21618313	4.891
292	Advanced Optical Materials	21951071	0
293	Advances in Optics and Photonics	19438206	9.688
294	Advances In Organometallic Chemistry	00653055	3.6
295	Advances In Parasitology	0065308X	4.36
296	Advances In Physical Organic Chemistry	00653160	1.714
297	Advances In Physics	00018732	18.062
298	Advances In Physiology Education	10434046	1.237
299	Advances In Polymer Science	00653195	3.674
300	Advances In Polymer Technology	07306679	2.147
301	Advanced Powder Technology	09218831	1.642
302	Advances in Protein Chemistry and Structural Biology	18761623	3.736
303	Advances In Protein Chemistry	00653233	0
304	Advances In Quantum Chemistry	00653276	1.88
305	Advanced Robotics	01691864	0.562
306	Adv Sci Lett	19366612	0
307	Advances in Skin & Wound Care	15277941	1.634
308	Advances In Space Research	02731177	1.238
309	Advanced Steel Construction	1816112X	0.22
310	Advances In Structural Engineering	13694332	0.603
311	Advances In The Study Of Behavior	00653454	2.692
312	Advanced Synthesis & Catalysis	16154150	5.542
313	Advances in Theoretical and Mathematical Physics	10950761	1.781
314	Advances In Therapy	0741238X	2.438
315	Advances in Vibration Engineering	09725768	0.29
316	Advances In Virus Research	00653527	3.585
317	Advances In Water Resources	03091708	2.78
318	Aeolian Research	18759637	2.841
319	Aequationes Mathematicae	00019054	0.549
320	Aerobiologia	03935965	1.202
321	Aeronautical Journal	00019240	0.336
322	Aerosol and Air Quality Research	16808584	2.664
323	Aerosol Science And Technology	02786826	3.155
324	Aerospace Science And Technology	12709638	1
325	Aerospace America	0740722X	0.048
326	Aesthetic Plastic Surgery	0364216X	1.189
327	Aesthetic Surgery Journal	1090820X	2.034
328	Aeu-International Journal Of Electronics And Communications	14348411	0.696
329	Afinidad	00019704	0.106
330	African Entomology	10213589	0.772
331	African Health Sciences	16806905	0.662
332	African Invertebrates	16815556	0.5
333	Afr J Agr Res	1991637X	0
334	African Journal Of Aquatic Science	16085914	0.5
335	African Journal Of Biotechnology	16845315	0
336	African Journal Of Ecology	01416707	1
337	African Journal Of Herpetology	21564574	1.077
338	African Journal Of Marine Science	1814232X	1.057
339	African Journal of Microbiology Research	19960808	0
340	Afr J Pharm Pharmaco	19960816	0
341	African Journal of Psychiatry	19948220	0.727
342	African Journal Of Range & Forage Science	10220119	0.367
343	African Journal of Traditional Complementary and Alternative Medicines	01896016	0.56
344	African Natural History	23057963	0.111
345	African Zoology	15627020	0.848
346	Age And Ageing	00020729	3.107
347	Age	01619152	3.445
348	Ageing Research Reviews	15681637	7.628
349	Aggressive Behavior	0096140X	2.269
350	Aging Cell	14749718	5.939
351	Aging Clinical And Experimental Research	15940667	1.138
352	Aging Male	13685538	1.85
353	Aging & Mental Health	13607863	1.781
354	Aging-US	19454589	4.886
355	Agricultural Economics	01695150	1.085
356	Agricultural Economics-Zemedelska Ekonomika	0139570X	0.325
357	Agriculture Ecosystems & Environment	01678809	3.203
358	Agricultural And Food Science	14596067	1
359	Agricultural And Forest Entomology	14619555	1.556
360	Agricultural And Forest Meteorology	01681923	3.894
361	Agricultural History	00021482	0.324
362	Agriculture And Human Values	0889048X	1.359
363	Agricultural Sciences in China	16712927	0.82
364	Agricultural Systems	0308521X	2.453
365	Agr Tec	03652807	0
366	Agricultural Water Management	03783774	2.333
367	Agrarforschung Schweiz	16637852	0.03
368	Agrarforschung	1022663X	0
369	Agrartech Forsch-Agr	09487298	0
370	Agrekon	03031853	0.14
371	Agribusiness	07424477	0.516
372	Agro Food Industry Hi-Tech	17226996	0.294
373	Agrochimica	00021857	0.314
374	Agrociencia	14053195	0.049
375	Agroecology and Sustainable Food Systems	21683565	0
376	Agroforestry Systems	01674366	1.24
377	Agronomy Journal	00021962	1.542
378	Agronomy for Sustainable Development	17740746	2.841
379	Ai Communications	09217126	0.466
380	Ai Edam-Artificial Intelligence For Engineering Design Analysis And Manufacturing	08900604	0.553
381	Ai Magazine	07384602	0.5
382	Aiaa Journal	00011452	1.165
383	Aiche Journal	00011541	2.581
384	Aids Patient Care And Stds	10872914	3.576
385	Aids Read	10530894	0
386	Aids Research And Human Retroviruses	08892229	2.457
387	AIDS Research and Therapy	17426405	1.841
388	Aids Reviews	11396121	4.023
389	Aids	02699370	6.557
390	AIP Advances	21583226	1.59
391	Air Quality Atmosphere and Health	18739318	1.455
392	Aircraft Engineering And Aerospace Technology	17488842	0.48
393	AJAR-African Journal of AIDS Research	16085906	0.608
394	Aktuelle Neurologie	03024350	0
395	Aktuelle Rheumatologie	0341051X	0.056
396	Aktuelle Urologie	00017868	0.28
397	Alcatel Telecommunications Review	12677167	0
398	Alcheringa	03115518	0.899
399	Alcohol And Alcoholism	07350414	2.092
400	Alcoholism-Clinical And Experimental Research	01456008	3.311
401	Alcohol	07418329	2.038
402	Aldrichimica Acta	00025100	16.333
403	ALEA-Latin American Journal of Probability and Mathematical Statistics	19800436	0.638
404	Algal Research-Biomass Biofuels and Bioproducts	22119264	4.095
405	Algebra Colloquium	10053867	0.272
406	Algebraic and Geometric Topology	14722739	0.489
407	Algebra and Logic	00025232	0.488
408	Algebra & Number Theory	19370652	0.581
409	Algebras And Representation Theory	1386923X	0.719
410	Algebra Universalis	00025240	0.551
411	Algorithms for Molecular Biology	17487188	1.857
412	Algorithmica	01784617	0.567
413	Alimentary Pharmacology & Therapeutics	02692813	5.478
414	Allelopathy Journal	09714693	0.578
415	Allergologia Et Immunopathologia	03010546	1.58
416	Allergologie	03445062	0.297
417	Allergy Asthma & Immunology Research	20927355	3.084
418	Allergy And Asthma Proceedings	10885412	3.353
419	Allergy Clin Immunol	08381925	0
420	Allergy	01054538	5.995
421	Allgemeine Forst Und Jagdzeitung	00025852	0.705
422	Alpine Botany	16642201	2.417
423	Alternative Medicine Review	10895159	0
424	Alternative Therapies In Health And Medicine	10786791	1.143
425	ALTEX-Alternatives to Animal Experimentation	1868596X	3.63
426	Altex-Alternativen Zu Tierexperimenten	09467785	0
427	Alzheimer Disease & Associated Disorders	08930341	2.688
428	Alzheimers & Dementia	15525260	17.472
429	Alzheimers Research & Therapy	17589193	3.5
430	American Bee Journal	00027626	0.042
431	American Biology Teacher	00027685	0.369
432	American Ceramic Society Bulletin	00027812	0.818
433	American Family Physician	0002838X	1.818
434	American Fern Journal	00028444	0.429
435	American Heart Journal	00028703	4.555
436	American Journal Of Agricultural Economics	00029092	1.363
437	American Journal of Alzheimers Disease and Other Dementias	15333175	1.426
438	American Journal of Audiology	10590889	1.068
439	American Journal Of Bioethics	15265161	2.452
440	American Journal Of Botany	00029122	2.463
441	American Journal of Cancer Research	21566976	3.968
442	American Journal Of Cardiology	00029149	3.425
443	American Journal of Cardiovascular Drugs	11753277	2.203
444	American Journal Of Chinese Medicine	0192415X	2.625
445	American Journal Of Clinical Dermatology	11750561	2.519
446	American Journal Of Clinical Nutrition	00029165	6.918
447	American Journal Of Clinical Oncology-Cancer Clinical Trials	02773732	2.611
448	American Journal Of Clinical Pathology	00029173	3.005
449	American Journal Of Critical Care	10623264	1.6
450	American Journal Of Dentistry	08948275	1.062
451	American Journal Of Dermatopathology	01931091	1.426
452	American Journal Of Drug And Alcohol Abuse	00952990	1.47
453	American Journal Of Emergency Medicine	07356757	1.152
454	American Journal Of Enology And Viticulture	00029254	1.632
455	American Journal Of Epidemiology	00029262	4.975
456	American Journal Of Forensic Medicine And Pathology	01957910	0.624
457	American Journal Of Gastroenterology	00029270	9.213
458	American Journal Of Geriatric Psychiatry	10647481	3.519
459	American Journal Of Geriatric Cardiology	10767460	0
460	American Journal of Geriatric Pharmacotherapy	15435946	2.651
461	American Journal Of Health-System Pharmacy	10792082	2.205
462	American Journal Of Hematology	03618609	3.477
463	American Journal of Hospice & Palliative Medicine	10499091	1.347
464	American Journal Of Human Biology	10420533	1.928
465	American Journal Of Human Genetics	00029297	10.987
466	American Journal Of Hypertension	08957061	3.402
467	American Journal Of Industrial Medicine	02713586	1.59
468	American Journal Of Infection Control	01966553	2.326
469	American Journal Of Kidney Diseases	02726386	5.756
470	American Journal Of Managed Care	10880224	2.166
471	American Journal Of Mathematics	00029327	1.649
472	American Journal Of Medical Genetics Part A	15524825	2.048
473	American Journal Of Medical Genetics Part B-Neuropsychiatric Genetics	15524841	3.271
474	American Journal Of Medical Genetics Part C-Seminars In Medical Genetics	15524868	3.54
475	American Journal Of Medical Quality	10628606	1.776
476	American Journal Of The Medical Sciences	00029629	1.515
477	American Journal Of Medicine	00029343	5.302
478	American Journal Of Nephrology	02508095	2.646
479	American Journal Of Neuroradiology	01956108	3.675
480	American Journal Of Nursing	0002936X	1.319
481	American Journal Of Obstetrics And Gynecology	00029378	3.973
482	American Journal Of Ophthalmology	00029394	4.021
483	American Journal Of Orthodontics And Dentofacial Orthopedics	08895406	1.437
484	American Journal Of Orthopsychiatry	00029432	1.504
485	American Journal Of Otolaryngology	01960709	1.078
486	American Journal Of Pathology	00029440	4.602
487	American Journal Of Perinatology	07351631	1.597
488	American Journal Of Pharmaceutical Education	00029459	1.188
489	American Journal Of Physical Anthropology	00029483	2.514
490	American Journal Of Physical Medicine & Rehabilitation	08949115	2.012
491	American Journal Of Physics	00029505	0.804
492	American Journal Of Physiology-Cell Physiology	03636143	3.674
493	American Journal Of Physiology-Endocrinology And Metabolism	01931849	4.088
494	American Journal Of Physiology-Gastrointestinal And Liver Physiology	01931857	3.737
495	American Journal Of Physiology-Heart And Circulatory Physiology	03636135	4.012
496	American Journal Of Physiology-Lung Cellular And Molecular Physiology	10400605	4.041
497	American Journal Of Physiology-Regulatory Integrative And Comparative Physi	03636119	3.529
498	American Journal Of Physiology-Renal Physiology	1931857X	3.3
499	American Journal Of Potato Research	1099209X	0.951
500	American Journal Of Preventive Medicine	07493797	4.281
501	American Journal Of Primatology	02752565	2.136
502	American Journal Of Psychiatry	0002953X	13.559
503	American Journal Of Public Health	00900036	4.229
504	American Journal Of Reproductive Immunology	10467408	2.668
505	American Journal Of Respiratory Cell And Molecular Biology	10441549	4.109
506	American Journal Of Respiratory And Critical Care Medicine	1073449X	11.986
507	American Journal of Rhinology & Allergy	19458924	2.178
508	American Journal Of Roentgenology	0361803X	2.744
509	American Journal Of Science	00029599	3.929
510	American Journal Of Speech-Language Pathology	10580360	1.644
511	American Journal Of Sports Medicine	03635465	4.699
512	American Journal Of Surgical Pathology	01475185	4.592
513	American Journal Of Surgery	00029610	2.406
514	American Journal Of Therapeutics	10752765	1.127
515	American Journal of Translational Research	19438141	3.226
516	American Journal Of Transplantation	16006135	6.19
517	American Journal Of Tropical Medicine And Hygiene	00029637	2.736
518	American Journal Of Veterinary Research	00029645	1.214
519	American Laboratory	00447749	0.121
520	American Malacological Bulletin	07402783	0.843
521	American Mathematical Monthly	00029890	0.315
522	American Midland Naturalist	00030031	0.621
523	American Mineralogist	0003004X	2.059
524	American Museum Novitates	00030082	1.636
525	American Naturalist	00030147	4.454
526	American Scientist	00030996	0.643
527	American Statistician	00031305	0.877
528	American Surgeon	00031348	0
529	AMA-Agricultural Mechanization in Asia Africa and Latin America	00845841	0.057
530	Amazoniana-Limnologia Et Oecologia Regionalis Systemae Fluminis Amazonas	00656755	0
531	Ambio	00447447	2.973
532	Ambix	00026980	0.292
533	Ambulatory Pediatrics	15301567	0
534	Ameghiniana	00027014	1.169
535	Amino Acids	09394451	3.653
536	Amphibia-Reptilia	01735373	1.138
537	Amyloid-Journal Of Protein Folding Disorders	13506129	2.51
538	Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration	21678421	2.591
539	Amyotrophic Lateral Sclerosis	17482968	0
540	Anais Da Academia Brasileira De Ciencias	00013765	0.875
541	Anais Brasileiros De Dermatologia	03650596	0.866
542	Anales Del Jardin Botanico De Madrid	02111322	0.912
543	Anales De Pediatria	16954033	0.722
544	Anales de Psicologia	02129728	0.549
545	An Real Acad Nac F	16974271	0
546	Anales del Sistema Sanitario De Navarra	11376627	0.557
547	Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica	12241784	0.23
548	Analele Stiintifice ale Universitatii Al I Cuza din Iasi-Serie Noua-Matematica	12218421	0.108
549	Anadolu Kardiyoloji Dergisi-The Anatolian Journal of Cardiology	13028723	0.755
550	Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry	13026631	0.196
551	Anaerobe	10759964	2.364
552	Anaesthesia And Intensive Care	0310057X	1.47
553	Anaesthesia	00032409	3.846
554	Anaesthesist	00032417	0.743
555	Analysis and Applications	02195305	1.5
556	Analytical And Bioanalytical Chemistry	16182642	3.578
557	Analytical Biochemistry	00032697	2.305
558	Analytical Cellular Pathology-Cellular Oncology	22107177	1.758
559	Analytical Chemistry	00032700	5.825
560	Analytica Chimica Acta	00032670	4.517
561	Analytical Letters	00032719	0.982
562	Analysis Mathematica	01333852	0.29
563	Analytical Methods	17599660	1.938
564	Analysis & PDE	1948206X	0.906
565	Analytical And Quantitative Cytology And Histology	08846812	0.58
566	Analytical Sciences	09106340	1.403
567	Analog Integrated Circuits And Signal Processing	09251030	0.401
568	Analyst	00032654	3.906
569	Anasthesie Intensivtherapie Notfallmedizin	09392661	0.335
570	Anasthesiologie & Intensivmedizin	01705334	0.424
571	Anatomy And Embryology	03402061	0
572	Anatomia Histologia Embryologia	03402096	0.742
573	Anatomical Record	19328486	1.53
574	Anat Sci Educ	19359772	0
575	Anatomical Science International	14476959	0.839
576	Andean Geology	07187106	1.532
577	Andrologia	03034569	1.172
578	Andrology	20472919	0
579	Anesthesia And Analgesia	00032999	3.422
580	Anesthesiology	00033022	6.168
581	Angewandte Chemie-International Edition	14337851	11.336
582	Angiogenesis	09696970	4.41
583	Angiology	00033197	2.37
584	Angle Orthodontist	00033219	1.277
585	Animal Behaviour	00033472	3.068
586	Animal Biodiversity And Conservation	1578665X	0.519
587	Animal Biology	15707555	0.614
588	Animal Biotechnology	10495398	0.636
589	Animal Cells and Systems	19768354	0.35
590	Animal Cognition	14359448	2.631
591	Animal Conservation	13679430	2.524
592	Animal Feed Science And Technology	03778401	2.086
