119	Brazilian Journal of Chemical Engineering	01046632	17
120	Hydrocarbon Processing	00188190	5
121	Management of Environmental Quality	14777835	13
122	Central European Journal of Public Health	12107778	11
123	Ultrasonics Sonochemistry	13504177	42
124	CNS Drugs	11727047	45
125	Transfusion Medicine	13653148	25
126	Journal of Visual Communication and Image Representation	10473203	25
127	Australian Journal of Anthropology, The	10358811	9
128	Revue d''Homeopathie	18789730	2
129	IEEE Solid-State Circuits Magazine	19430590	8
130	International Journal of Obstetric Anesthesia	15323374	26
131	Scandinavian Journal of Primary Health Care	15027724	19
132	Journal of Exposure Science and Environmental Epidemiology	1559064X	30
133	Natural Product Reports	14604752	56
134	Psychologica Belgica	00332879	10
135	Kuwait Medical Journal	16078047	3
136	Critical Perspectives on International Business	17422043	14
137	Notarzt	01772309	2
138	Polish Journal of Ecology	15052249	10
139	Marketing Health Services	10941304	4
140	HNO	14330458	11
141	Radiology management	01987097	3
142	Thin Solid Films	00406090	51
143	Indian Journal of Dermatology	19983611	21
144	Visual Resources	01973762	4
145	Journal of Architectural and Planning Research	07380895	6
146	Systematic and Applied Acarology	13621971	8
147	Journal of Public Health Dentistry	00224006	21
148	Tappi Journal	07341415	10
149	Croatian Medical Journal	13328166	22
150	Criminal Behaviour and Mental Health	14712857	20
151	Medical Journal of Malaysia	03005283	11
152	Cardiology in Review	10615377	29
153	Journal of the Torrey Botanical Society	10955674	10
154	Enfance	00137545	8
155	Ljetopis Socijalnog Rada	18465412	6
156	Folia Histochemica et Cytobiologica	02398508	17
157	Techniques in Gastrointestinal Endoscopy	10962883	9
158	Food Microbiology	10959998	51
159	Journal of Surgical Education	19317204	19
160	Renal Failure	15256049	20
161	Proceedings of the American Mathematical Society	10886826	28
162	Journal of Veterinary Medical Science	09167250	19
163	Journal of Earth Science	1867111X	29
164	Mayo Clinic Proceedings	19425546	62
165	Science, Technology and Society	09717218	8
166	Positivity	15729281	10
167	Clinical Genetics	13990004	39
168	African Journal of Ecology	13652028	15
169	Journal of Environmental and Public Health	16879813	16
170	Experiments in Fluids	14321114	34
171	PET Clinics	15568598	10
172	International Journal Of Oral & Maxillofacial Implants	08822786	40
173	Annual Review of Biochemistry	15454509	75
174	Journal of Supercritical Fluids	08968446	42
175	Metallurgia Italiana	00260843	5
176	Custos e Agronegocio	18082882	1
177	International Journal of the Economics of Business	14661829	12
178	Geophysics	00168033	42
179	International Journal of Project Management	02637863	49
180	Annals of Internal Medicine	15393704	115
181	Acta Philosophica	18256562	2
182	Journal of Lipid Research	15397262	71
183	Trends in Plant Science	13601385	81
184	Korean Journal of Veterinary Research	12250198	3
185	Ecological Restoration	15434079	11
186	Territoire en Mouvement	19544863	2
187	Archives of Gynecology and Obstetrics	14320711	31
188	Archive of Applied Mechanics	14320681	19
189	Communications on Pure and Applied Mathematics	10970312	35
190	Physics Education	00319120	20
191	Journal of International Advanced Otology	13087649	5
192	Risk Management	17434637	34
193	Neotropical Biology and Conservation	18099939	3
194	European Journal of Social Psychology	10990992	31
195	Journal of Petroleum Geology	01416421	11
196	Horizontes Antropologicos	01047183	9
197	Revue Archeologique	00350737	3
198	Annals of Mathematics and Artificial Intelligence	15737470	16
199	Atw-International Journal For Nuclear Power	14315254	4
200	Journal of Fluorine Chemistry	00221139	29
201	Journal of Holistic Nursing	08980101	13
202	Bing du xue bao = Chinese journal of virology / [bian ji, Bing du xue bao bian ji wei yuan hui]	10008721	8
203	Annales de Cardiologie et d''Angeiologie	17683181	7
204	Acta Crystallographica Section B: Structural Science	16005740	20
205	Web Intelligence and Agent Systems	15701263	10
206	Zeitschrift fur Arbeits- und Organisationspsychologie	09324089	8
207	Etudes Litteraires		1
208	Transportation Research Part F: Traffic Psychology and Behaviour	13698478	29
209	Flow Turbulence And Combustion	13866184	20
210	Prostaglandins Leukotrienes and Essential Fatty Acids	09523278	34
211	International Journal of Technology Enhanced Learning	17535263	11
212	Estudios Pedagogicos	0716050X	9
213	Spanish in Context	15710718	7
214	Dermatitis	17103568	31
215	Atmospheric Environment	13522310	67
216	Australian Economic Review	14678462	9
217	Journal of Pediatric Hematology/Oncology	15363678	24
218	Science China-Earth Sciences	16747313	32
219	Fluminensia	03534642	3
220	International Journal of Logistics Management	09574093	21
221	Politix	19538286	10
222	American Music	07344392	4
223	Persoonia	00315850	23
224	Journal of Cosmetic Dermatology	14732165	17
225	Journal of Health Management	09720634	7
226	Families Systems & Health	10917527	20
227	British Journal of Psychology	00071269	27
228	Oil Gas European Magazine	03425622	6
229	Advanced Materials	09359648	173
230	Pediatric Health	17455111	18
231	Journal of Supportive Oncology	15446794	21
232	Asian Perspectives	15358283	10
233	Epilepsy Research	18726844	34
234	Welding Journal	00432296	15
235	ACM Transactions on Mathematical Software	15577295	26
236	Fly	19336942	16
237	Nongye Jixie Xuebao/Transactions of the Chinese Society of Agricultural Machinery	10001298	12
238	Kidney and Blood Pressure Research	14230143	21
239	Scandinavian Journal of Psychology	14679450	28
240	Astrophysical Journal	15384357	153
241	Revista de la Facultad de Medicina	01200011	4
242	Journal of Wood Science	16114663	14
243	Cancer Epidemiology Biomarkers & Prevention	10559965	63
244	Journal of Gastroenterology	09441174	92
245	Folia Pharmacologica Japonica	13478397	4
246	Notes and Queries	14716941	3
247	Journal of Hydrodynamics	10016058	18
248	Journal of Heterocyclic Chemistry	0022152X	19
249	Lingua	00243841	31
250	Epigraphica	00139572	3
251	Mathematical Models and Methods in Applied Sciences	02182025	32
252	Fluid Phase Equilibria	03783812	34
253	American nurse, The	00981486	4
254	Journal of Cosmology and Astroparticle Physics	14757516	76
255	IEEE Circuits and Systems Magazine	1531636X	19
256	Mosaic	00271276	3
257	PVRI Review	09751602	5
258	Toxicology and Industrial Health	14770393	20
259	Plant Ecology and Evolution	20323921	10
260	International Journal of Performability Engineering	09731318	9
261	Trends in Biomaterials and Artificial Organs	09711198	9
262	Itinerario	20412827	3
263	Revista Argentina de Endocrinologia y Metabolismo	03264610	4
264	Indian Concrete Journal	00194565	7
265	Psychiatria Danubina	03535053	17
266	Applied Radiology	01609963	6
267	Zeitschrift der Deutschen Morgenlandischen Gesellschaft	03410137	2
268	ILAR Journal	10842020	23
269	Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering	09596518	17
270	Archivos de Medicina Veterinaria	07176201	9
271	Journal Of Engineering And Technology Management	09234748	19
272	Pakistan Journal of Botany	05563321	28
273	Journal of Analytical and Applied Pyrolysis	01652370	40
274	American Journal of Emergency Medicine	15328171	30
275	Psychopharmacology	00333158	54
276	Journal Of Biomedical Materials Research Part A	15493296	52
277	Philippine Journal of Veterinary Medicine	00317705	2
278	BMC Developmental Biology	1471213X	30
279	Journal of Political Economy	1537534X	58
280	European Business Review	0955534X	19
281	Epidemiology	15315487	73
282	Networks and Heterogeneous Media	1556181X	16
283	Archives of Environmental Contamination and Toxicology	14320703	29
284	Journal of Molecular and Cellular Cardiology	10958584	59
285	Advances in Child Development and Behavior	00652407	9
286	Architectural Digest	00038520	1
287	Film and History	15489922	4
288	Taiwanese Journal of Mathematics	10275487	18
289	William and Mary Quarterly	00435597	7
290	Arquivos Brasileiros de Oftalmologia	00042749	12
291	Composites Part B: Engineering	13598368	35
292	Econ Journal Watch	1933527X	9
293	Mathematics Magazine	0025570X	7
294	Clinical Immunology	15217035	105
295	Beilstein Journal of Organic Chemistry	18605397	28
296	International Journal of Angiology	16155939	8
297	Environmental Biology of Fishes	15735133	22
298	Names	00277738	4
299	Klio	00756334	2
300	University of Cincinnati Law Review	00096881	13
301	Turkiye Entomoloji Dergisi	10106960	5
302	Creativity Research Journal	15326934	20
303	Diversity and Distributions	14724642	45
304	Journal of Polymer Science, Part B: Polymer Physics	10990488	34
305	Plastics, Rubber and Composites	14658011	11
306	College English	00100994	9
307	Clinical Orthopaedics and Related Research	15281132	61
308	Psychological Assessment	10403590	40
309	IET Renewable Power Generation	17521424	35
310	Internationales Archiv fuer Sozialgeschichte der Deutschen Literatur	03404528	3
311	Journal of Cold War Studies	15203972	6
312	Archives Of Facial Plastic Surgery	15212491	19
313	Journal of Economic History	14716372	22
314	Journal of Science and Medicine in Sport	14402440	46
315	Structural Chemistry	15729001	19
316	Cross Cultural Management	13527606	18
317	Quaderni Storici	03016307	3
318	Energy & Environmental Science	17545692	111
319	Journal of Computer Assisted Learning	13652729	38
320	Tocqueville Review/La Revue Tocqueville, The	0730479X	3
321	Alea	1517106X	3
322	Orthopaedics and Trauma	18771327	8
323	Iranian Journal of Psychiatry	20082215	6
324	Media International Australia	1329878X	9
325	Developments in Ophthalmology	02503751	15
326	Circulation: Heart Failure	19413297	50
327	International Journal of Power Electronics	17566398	8
328	Gastrointestinal Endoscopy	10976779	72
329	Animal Reproduction Science	03784320	30
330	Journal of cultural diversity	10715568	12
331	American Economic Review	00028282	122
332	European Journal of Integrative Medicine	18763820	12
333	Iranian Journal of Otorhinolaryngology	22517251	2
334	Erwerbs-Obstbau	14390302	5
335	Journal of Nematology	0022300X	11
336	Clinical, Cosmetic and Investigational Dermatology	11787015	12
337	Journal Of Wuhan University Of Technology-Materials Science Edition	10002413	12
338	Wei sheng wu xue bao = Acta microbiologica Sinica	00016209	10
339	World Futures	02604027	8
340	Quality Technology and Quantitative Management	16843703	10
341	International Journal of Endocrinology and Metabolism	17269148	5
342	Reproductive Health Matters	14609576	18
343	Journal of Bacteriology	10985530	61
344	Yale journal of health policy, law, and ethics	15353532	4
345	Sleep Medicine Reviews	10870792	51
346	Acta Cardiologica Sinica	10116842	8
347	IEEE Transactions on Advanced Packaging	15213323	21
348	Canadian Theatre Review	03150836	4
349	International Emergency Nursing	1755599X	16
350	Spixiana	03418391	6
351	Isis	15456994	12
352	BioCycle	02765055	5
353	Allgemeine Forst und Jagdzeitung	00025852	6
354	IEEE Transactions on Plasma Science	00933813	30
355	Ultrastructural Pathology	15210758	12
356	Journal of Virological Methods	01660934	32
357	Molecular and Cellular Biology	10985549	72
358	International Journal of Middle East Studies	14716380	9
359	Measuring Business Excellence	13683047	17
360	Clinical Hemorheology and Microcirculation	13860291	24
361	Journal of African Archaeology	16121651	8
362	Drugs	00126667	52
363	Acta Physiologica Hungarica	15882683	13
364	Journal of Wind Engineering	13493507	26
365	Electronics World	13654675	3
366	Journal of the Australian Ceramic Society	0004881X	5
367	Scandinavian Journal of Management	18733387	25
368	Urologiia	17282985	4
369	Orient	00305227	5
370	Economics of Transition	14680351	18
371	Brain and Cognition	10902147	44
372	Journal of Professional Nursing	87557223	21
373	Diabetes self-management	07416253	2
374	Proceedings of the Institution of Civil Engineers: Urban Design and Planning	17550807	9
375	Asian Journal of Social Psychology	1467839X	15
376	Annual Review of Pharmacology and Toxicology	15454304	48
377	Microfluidics and Nanofluidics	16134990	39
378	Annals of Tropical Medicine and Public Health	17556783	7
379	Journal of Microwave Power and Electromagnetic Energy	08327823	9
380	JBR-BTR : organe de la Societe royale belge de radiologie (SRBR) = orgaan van de Koninklijke Belgische Vereniging voor Radiologie (KBVR)	17802393	9
381	Social Cognition	0278016X	25
382	Employee Responsibilities and Rights Journal	08927545	10
383	Minimally Invasive Therapy & Allied Technologies	13645706	17
384	Revista de Obras Publicas	00348619	3
385	Interface Focus	20428898	20
386	European Journal of Psychology of Education	02562928	16
387	Career Development International	13620436	23
388	Nursing times	09547762	12
389	Business History Review	00076805	10
390	Journal of Geometry	14208997	22
391	Journal of Agricultural Safety and Health	10747583	11
392	Journal of Materials Processing Technology	18734774	50
393	Journal of Computational Neuroscience	15736873	29
394	Cochlear Implants International	17547628	15
395	Bioscience Biotechnology And Biochemistry	09168451	29
396	Poetique	00322024	2
397	Journal of Managerial Psychology	02683946	30
398	International Journal of Oil Gas and Coal Technology	17533309	7
399	Journal of Financial Econometrics	14798409	23
400	Theoria: Revista de Teoria, Historia y Fundamentos de la Ciencia	04954548	7
401	Iranian Journal of Radiation Research	17284562	7
402	Ozone-Science & Engineering	01919512	12
403	Annals of Tourism Research	01607383	45
404	Molecular Diagnosis & Therapy	11771062	18
405	International Journal of Meteorology	17482992	2
406	Journal of General Plant Pathology	1610739X	13
407	Cellular and Molecular Biology	1165158X	26
408	Journal of Christian Education	00219657	2
409	Journal of Fish and Wildlife Management	1944687X	9
410	Food Science and Technology	1678457X	45
411	International Journal for Multiscale Computational Engineering	15431649	14
412	Organon F	13350668	3
413	Journal of Elasticity	15732681	16
414	Dialogue	02428962	34
415	Journal of Accounting and Economics	01654101	57
416	Biomaterials Science	20474830	22
417	Colombia Medica	16579534	8
418	Journal of Networks	17962056	20
419	Solar Energy	0038092X	72
420	Journal of Child Health Care	17412889	15
421	Michigan Historical Review	03601846	2
422	International Journal Of Std & Aids	09564624	25
423	Analytica Chimica Acta	18734324	75
424	Vacuum	0042207X	28
425	International Journal of Immunogenetics	1744313X	17
426	Mathematical Medicine and Biology	14778599	16
427	Leadership and Policy in Schools	15700763	12
428	International journal of older people nursing	17483743	13
429	Oxford Economic Papers	14643812	27
430	Journal of Pidgin and Creole Languages	09209034	8
431	Literature and History	03061973	4
432	Journal for Global Business Advancement	17469678	4
433	Physiological Measurement	09673334	28
434	Journal of Cutaneous Pathology	16000560	29
435	Interventional Cardiology Clinics	22117458	2
436	Journal of Antibiotics	00218820	22
437	Psychological Trauma: Theory, Research, Practice, and Policy	19429681	23
438	Synthese	15730964	32
439	Toxicology Letters	03784274	50
440	Acta Geologica Sinica	00015717	18
441	Arctic	00040843	18
442	Veterinary Practitioner	09724036	3
443	Frontiers in Bioscience	10939946	53
444	Expert Review of Cardiovascular Therapy	14779072	27
445	Journal of International Medical Research	03000605	26
446	Canadian Respiratory Journal	11982241	17
447	Nuclear Technology	00295450	18
448	Geomorphologie. Relief, Processus, Environnement	12665304	10
449	Cahiers de Biologie Marine	00079723	8
450	Clays And Clay Minerals	00098604	17
451	Cortex	00109452	77
452	Molecular Diversity	1573501X	25
453	Urban Forum	10153802	15
454	Journal of Convex Analysis	09446532	16
455	Bulletin of the Comediantes	00075108	2
456	Economic Modelling	02649993	33
457	Diabetes Care	19355548	113
458	Journal of Visualized Experiments	1940087X	31
459	IEEE Transactions on Audio, Speech and Language Processing	15587924	49
460	Human Pathology	00468177	44
461	Journal of Community Health	15733610	23
462	Chemistry of Heterocyclic Compounds	15738353	9
463	Bulletin of the Brazilian Mathematical Society	16787544	12
464	Explosion	0916801X	11
465	Journal of the Taiwan Institute of Chemical Engineers	18761070	26
466	Biblical Interpretation	09272569	5
467	Chinese Journal of Cancer Research	10009604	11
468	Coordination Chemistry Reviews	00108545	78
469	International Zoo Yearbook	17481090	10
470	Advances in Neonatal Care	15360911	16
471	Social Philosophy and Policy	14716437	10
472	Korean Journal of Pharmacognosy	02533073	6
473	International Journal Of Control Automation And Systems	15986446	22
474	Veterinary and Comparative Oncology	14765829	16
475	Plant Biotechnology Journal	14677652	45
476	Teknik Dergi	13003453	3
477	Science China-Mathematics	16747283	22
478	Perspectives on European Politics and Society	15705854	11
479	Arteriosclerosis Thrombosis And Vascular Biology	10795642	82
480	Judgment and Decision Making	19302975	30
481	Advances in Mathematical Physics	16879139	10
482	Electrical Engineering In Japan	04247760	8
483	Advances in Horticultural Science	15921573	7
484	Parallel Processing Letters	01296264	14
485	Journal of Post Keynesian Economics	01603477	14
486	Modernism/Modernity	10716068	6
487	Canadian Mineralogist	00084476	17
488	Advanced Robotics	01691864	20
489	Donald School Journal of Ultrasound in Obstetrics and Gynecology	0973614X	5
490	Gastroenterology Research and Practice	1687630X	23
491	International Journal of Manufacturing Technology and Management	17415195	10
492	Phytopathologia Mediterranea	15932095	13
493	Information Polity		12
494	Journal of Anesthesia	14388359	33
495	Acta Crystallographica Section C-Crystal Structure Communications	01082701	12
496	Biogeochemistry	1573515X	37
497	Medicine, Science and the Law	20421818	10
498	African Journal of Traditional, Complementary and Alternative Medicines	01896016	18
499	Journal of Telemedicine and Telecare	17581109	26
500	Acsms Health & Fitness Journal	10915397	8
501	Journal of Clinical Rheumatology	15367355	24
502	Physics Letters A	03759601	49
503	European Journal of Health Economics	16187598	25
504	History of the Family	1081602X	9
505	Belgian Journal of Zoology	07776276	6
506	Asian Journal of Criminology	1871014X	6
507	Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics	1744117X	18
508	Science & Sports	07651597	11
509	Asian-Australasian Journal of Animal Sciences	10112367	19
510	Ensenanza de las Ciencias	02124521	11
511	Ad Hoc Networks	15708705	42
512	Education Next	15399672	11
513	Current Opinion in Critical Care	15317072	34
514	Reliability Engineering & System Safety	09518320	44
515	American Foreign Policy Interests	15332128	5
516	Functional Plant Biology	14454408	33
517	Journal of Marketing Communications	14664445	14
518	Gastroenterologia y Hepatologia	02105705	11
519	New England Journal of Medicine	15334406	329
520	International Journal of Climate Change Strategies and Management	17568692	10
521	Bayesian Analysis	19360975	25
522	DISP	02513625	7
523	Wire Journal International	02774275	2
524	AT-Automatisierungstechnik	01782312	9
525	Seminars in Reproductive Medicine	15268004	37
526	International Journal of Colorectal Disease	14321262	38
527	Journal of Laser Micro Nanoengineering	18800688	11
528	Catholica	00088501	2
529	Postmodern Culture	10531920	3
530	Political Psychology	14679221	27
531	Historia y Comunicacion Social	19883056	3
532	Rairo-Theoretical Informatics And Applications	09883754	10
533	Journal of Indian Philosophy	00221791	6
534	International Journal of Politics, Culture and Society	15733416	9
535	Journal of Biomaterials and Tissue Engineering		5
536	Eurasip Journal on Image and Video Processing	16875281	15
537	Wiley interdisciplinary reviews. RNA	17577012	31
538	Seminars in Interventional Radiology	10988963	12
539	Political Geography	09626298	26
540	Journal of Applied Animal Research	09712119	9
541	Journal of Applied Clinical Medical Physics	15269914	19
542	Journal of Institutional and Theoretical Economics	09324569	12
543	Reviews on Advanced Materials Science	16058127	16
544	Self and Identity	15298868	20
545	Applications of Mathematics	08627940	9
546	Middle East Journal, The	00263141	14
547	Journal of Optical Communications and Networking	19430620	30
548	Rivista Italiana di Telerilevamento	11298596	8
549	Journal of Global Marketing	15286975	12
550	Revue de Geographie Alpine	00351121	6
551	International Journal of Technology Management	17415276	19
552	Circulation-Cardiovascular Interventions	19417640	46
553	Geological Magazine	00167568	22
554	Geriatric Nursing	15283984	17
555	Elementary School Journal	00135984	28
556	Journal of the Medical Library Association : JMLA	15589439	22
557	Journal of Nuclear Cardiology	15326551	33
558	Critical Criminology	15729877	11
559	Journal of Occupational Rehabilitation	15733688	30
560	Solid State Communications	00381098	38
561	Experimental Biology and Medicine	15353702	42
562	Journal of Medical Ultrasound	09296441	5
563	Histochemistry and Cell Biology	1432119X	29
564	Weather Climate and Society	19488327	12
565	Nonlinear Analysis-Hybrid Systems	1751570X	27
566	Iranian Journal of Cancer Prevention	20082401	6
567	Urologia Internationalis	14230399	22
568	International Biodeterioration & Biodegradation	09648305	32
569	Revue d''Intelligence Artificielle	0992499X	6
570	Journal of Theoretical Biology	10958541	48
571	Revue de Medecine Interne	02488663	11
572	Brazilian Journal of Medical and Biological Research	1414431X	24
573	Problems of Information Transmission	16083253	10
574	Applied Rheology	16178106	9
575	Pediatric Blood & Cancer	15455009	41
576	Journal of Psycholinguistic Research	15736555	11
577	Vector-Borne and Zoonotic Diseases	15303667	29
578	Odontology	16181247	16
579	Journal of Clinical Orthopaedics and Trauma	09765662	3
580	Chronique d''Egypte	00096067	1
581	Minerva Anestesiologica	03759393	31
582	Netherlands Heart Journal	15685888	18
583	Scientific American	00368733	2
584	Internal Medicine	09182918	115
585	Yeast	10970061	30
586	Scandinavica	00365653	45
587	International Organization	15315088	36
588	Mathematika	00255793	12
589	Trivium	0082660X	4
590	Biomedical Materials	1748605X	52
591	Journal of Clinical Gerontology and Geriatrics	22108335	5
592	Journal of Alloys and Compounds	09258388	59
593	Revista Espanola de Pedagogia	00349461	10
594	Informatologia	13300067	4
595	Tennessee medicine : journal of the Tennessee Medical Association	10886222	6
596	Peace Economics, Peace Science and Public Policy	10792457	8
597	Current Bioinformatics	15748936	16
598	Journal of Freshwater Ecology	02705060	9
599	Theoretical Criminology	14617439	19
600	Cahiers de l''Annee Gerontologique	17605350	3
601	Family and Consumer Sciences Research Journal	1077727X	9
602	Veterinary Clinics Of North America-Small Animal Practice	01955616	23
603	Xiyou jinshu	02587076	5
604	Nurse researcher	13515578	20
605	Environmental Engineering Research	2005968X	9
606	Journal of Physical Organic Chemistry	10991395	20
607	Age and Ageing	14682834	44
608	Plant Ecology	15735052	28
609	Nonlinearity	13616544	28
610	Diabetes Forecast	00958301	4
611	Journal of Trauma and Acute Care Surgery	21630763	58
612	Marketing Letters	1573059X	18
613	Anatolia	13004220	14
614	Argumenta Oeconomica	12335835	3
615	Cerne	01047760	7
616	Journal des Maladies Vasculaires	03980499	7
617	Journal of Saudi Chemical Society	13196103	15
618	International Journal of Healthcare Technology and Management	17415144	7
619	Philosophical Papers	19968523	6
620	Information Economics and Policy	01676245	22
621	Food & Nutrition Research	16546628	16
622	Cahiers d''Etudes Africaines	00080055	7
623	Production and Operations Management	10591478	33
624	MusikTheorie	01774182	1
625	Microelectronics International	13565362	10
626	Kulak burun bogaz ihtisas dergisi : KBB = Journal of ear, nose, and throat	13007475	5
627	Cognitive Linguistics	09365907	18
628	AJS Review	14754541	3
629	Wilderness & Environmental Medicine	10806032	17
630	Journal of Speech, Language, and Hearing Research	10924388	35
631	Journal of Plastic Surgery and Hand Surgery	20006764	10
632	Biotechnologia	08607796	6
633	Journal of Digital Imaging	1618727X	23
634	Information Systems Management	10580530	19
635	Dao	15697274	5
636	International Journal of Clinical and Health Psychology	16972600	23
637	Chinese Economy	15580954	9
638	Physical Chemistry Chemical Physics	14639084	81
639	Langenbecks Archives Of Surgery	14352443	33
640	Revue Internationale de Droit Economique	17821525	4
641	Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte	03234096	2
642	Journal of Environmental Science and Technology	19947887	33
643	Stahl und Eisen	03404803	4
644	Sante Mentale au Quebec	03836320	5
645	Current Zoology	16745507	17
646	Helminthologia	04406605	11
647	Environmental Health	1476069X	89
648	Journal of Community Practice	15433706	11
649	Advances in the Astronautical Sciences	00653438	12
650	Hegel-Studien	00731587	1
651	Mouvement Social	00272671	5
652	Agricultural Systems	18732267	37
653	American History	10768866	9
654	Cell Transplantation	09636897	41
655	Beitrage zur Algebra und Geometrie	01384821	7
656	Frontiers of Education in China	16733533	9
657	Animal Biodiversity and Conservation	1578665X	7
658	Journal of Graphic Novels and Comics	21504865	4
659	Pastoral Care in Education	14680122	10
660	Analyst	00032654	57
661	African Security Review	21540128	8
662	Population Studies	14774747	16
663	Journal of Theoretical and Applied Mechanics	14292955	11
664	ATMOSPHERE		82
665	Comptes Rendus Mecanique	16310721	20
666	Revista Medica de Homeopatia	18888526	2
667	Journal of Pediatric Infectious Diseases	18710336	5
668	Provider (Washington, D.C.)	08880352	3
669	Physica B-Condensed Matter	09214526	34
670	Infant Behavior and Development	01636383	27
671	Complutum	19882327	5
672	Trends in Psychiatry and Psychotherapy	22376089	4
673	AMA-Agricultural Mechanization in Asia Africa and Latin America	00845841	3
